country_name;regime_type;election_date;election_year;party_name_english;party_name;party_name_short;vote_share;seats;seats_total;far_right;farright_start;farright_end;farright_startnobl;farright_endnobl;in_parliament
Lithuania;Flawed democracy;2012-10-14;2012.0;Liberals Movement of the Republic of Lithuania;;;8.57;10.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;Election Action of Lithuania's Poles;;;5.83;8.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;The Way of Courage;Drasos Kelias;DK;7.99;7.0;141.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Lithuania;Flawed democracy;2012-10-14;2012.0;no party affiliation;;;;3.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;Lithuanian Peasant Union;;;3.88;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;Liberal and Centre Union;;;2.06;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;YES -- Homeland Revival and Perspective;;;1.76;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;Socialist People's Front;;;1.21;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;2012-10-14;2012.0;Christian Conservative Social Union;;;1.2;0.0;141.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Democratic Party;;;26.27;297.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Five Star Movement;Movimento 5 Stelle;M5S;25.88;109.0;630.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Italy;Flawed democracy;2013-02-25;2013.0;Go Italy -- The People of Freedom;;;21.99;98.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Civic Choice;;;8.84;39.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Left;;;3.25;37.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;(Northern) League;Lega (Nord);Lega;4.1;18.0;630.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Italy;Flawed democracy;2013-02-25;2013.0;Brothers of Italy;Fratelli d'Italia;FdI;1.97;9.0;630.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Italy;Flawed democracy;2013-02-25;2013.0;Union / Centre;;;1.79;8.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Democratic Centre;;;0.49;6.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;South Tyrol Peoples Party;;;0.43;5.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Associative Italians Abroad;;;0.41;2.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;South American Union Italian Emigrants;;;0.13;1.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Valdotanian Union;;;0.05;1.0;630.0;not far-right;;;;;
Italy;Flawed democracy;2013-02-25;2013.0;Communist Refoundation Party;Partito della Rifondazione Comunista;PRC;2.3;0.0;630.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Italy;Flawed democracy;2013-02-25;2013.0;Stop the Decline;;;1.15;0.0;630.0;not far-right;;;;;
Malta;Flawed democracy;2013-03-09;2013.0;Malta Labour Party;;;54.83;39.0;69.0;not far-right;;;;;
Malta;Flawed democracy;2013-03-09;2013.0;Nationalist Party;;;43.34;30.0;69.0;not far-right;;;;;
Malta;Flawed democracy;2013-03-09;2013.0;Democratic Alternative;;;1.8;0.0;69.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Citizens for European Development of Bulgaria;Grazhdani za Evropeysko Razvitie na Bulgariya;GERB;30.535;97.0;240.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Bulgaria;Flawed democracy;2013-05-12;2013.0;Coalition for Bulgaria | Democratic Left;;;26.609;84.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Movement for Rights and Freedoms;;;11.306;36.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Attack;Ataka;Ataka;7.297;23.0;240.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Bulgaria;Flawed democracy;2013-05-12;2013.0;National Front for the Salvation of Bulgaria;Natsionalen Front za Spasenie na Balgariya;NFSB;3.703;0.0;240.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Bulgaria;Flawed democracy;2013-05-12;2013.0;Centre -- Freedom and Dignity;;;1.626;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Union of Democratic Forces;;;1.374;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Order, Lawfulness and Justice;;;1.67;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Bulgarian National Movement;Balgarsko Natsionalno Dvizhenie;VMRO;1.886;0.0;240.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Bulgaria;Flawed democracy;2013-05-12;2013.0;Lider;;;1.736;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Democrats for a Strong Bulgaria | Democratic Bulgaria;;;2.926;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;Bulgaria for Citizens Movement;;;3.252;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2013-05-12;2013.0;People's Voice;;;1.339;0.0;240.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Norwegian Labour Party;;;30.8;55.0;169.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Conservative Party;;;25.8;48.0;169.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Progress Party;Fremskrittspartiet;FrP;16.3;29.0;169.0;far-right;1900.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;2013-09-09;2013.0;Centre Party;Senterpartiet;Sp;5.5;10.0;169.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;2013-09-09;2013.0;Christian Democratic Party;;;5.6;10.0;169.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Liberal Party of Norway;;;5.2;9.0;169.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Socialist Left Party;Sosialistisk Venstreparti;SV;4.1;7.0;169.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;2013-09-09;2013.0;Green Party;;;2.8;1.0;169.0;not far-right;;;;;
Norway;Full democracy;2013-09-09;2013.0;Red Electoral Alliance;;;1.1;0.0;169.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Christian Democratic Union;;;34.1;255.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Social Democratic Party of Germany;;;25.7;193.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;PDS | The Left;;;8.6;64.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Alliance 90 / Greens;;;8.4;63.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Christian Social Union;;;7.4;56.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Free Democratic Party;;;4.8;0.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;German Pirate Party;;;2.2;0.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;National Democratic Party;;;1.3;0.0;631.0;not far-right;;;;;
Germany;Full democracy;2013-09-22;2013.0;Alternative for Germany;Alternative für Deutschland;AfD;4.7;0.0;631.0;not far-right;2015.0;2100.0;2015.0;2100.0;1.0
Austria;Full democracy;2013-09-29;2013.0;Social Democratic Party of Austria;;;26.8;52.0;183.0;not far-right;;;;;
Austria;Full democracy;2013-09-29;2013.0;Austrian People's Party;;;24.0;47.0;183.0;not far-right;;;;;
Austria;Full democracy;2013-09-29;2013.0;Freedom Party of Austria;Freiheitliche Partei Österreichs;FPÖ;20.5;40.0;183.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Austria;Full democracy;2013-09-29;2013.0;The Greens -- The Green Alternative;;;12.4;24.0;183.0;not far-right;;;;;
Austria;Full democracy;2013-09-29;2013.0;Team Stronach;Team Stronach;TS;5.7;11.0;183.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Austria;Full democracy;2013-09-29;2013.0;NEOS -- The New Austria;;;5.0;9.0;183.0;not far-right;;;;;
Austria;Full democracy;2013-09-29;2013.0;Alliance for the Future of Austria;Bündnis Zukunft Österreich;BZÖ;3.5;0.0;183.0;not far-right;1900.0;2008.0;1900.0;2008.0;0.0
Austria;Full democracy;2013-09-29;2013.0;Communist Party of Austria Plus;Kommunistische Partei Österreichs Plus;KPÖ Plus;1.0;0.0;183.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Luxembourg;Full democracy;2013-10-20;2013.0;Christian Social People's Party;;;33.68;23.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;Democratic Party;;;18.25;13.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;Luxembourg Socialist Workers' Party;;;20.28;13.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;The Greens;;;10.13;6.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;Action Committee Pensions | Alternative Democratic Reform Party;;;6.64;3.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;The Left;Déi Lénk ;Dei Lenk;4.94;2.0;60.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Luxembourg;Full democracy;2013-10-20;2013.0;Communist Party of Luxembourg;Kommunistesch Partei Lëtzebuerg;KPL;1.64;0.0;60.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Luxembourg;Full democracy;2013-10-20;2013.0;Pirate Party Luxembourg;;;2.94;0.0;60.0;not far-right;;;;;
Luxembourg;Full democracy;2013-10-20;2013.0;Party for Full Democracy;;;1.5;0.0;60.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Czech Social Democratic Party;;;20.45;50.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Action of Dissatisfied Citizens 2011;;;18.65;47.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Communist Party of Bohemia and Moravia;Komunistická strana Cech a Moravy;KSCM;14.91;33.0;200.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Czech Republic;Full democracy;2013-10-25;2013.0;Tradition Responsibility Prosperity 09;;;11.99;21.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Civic Democratic Party;;;7.72;16.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Christian Democratic Union -- People's Party;;;6.78;14.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Dawn;Úsvit;Usvit;6.88;14.0;200.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Czech Republic;Full democracy;2013-10-25;2013.0;Mayors and Independents;;;;5.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Party of Free Citizens;;;2.46;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Czech Pirate Party;;;2.66;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Party of Civic Rights -- Zemanovci;;;1.51;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;2013-10-25;2013.0;Green Party;;;3.19;0.0;200.0;not far-right;;;;;
Hungary;Flawed democracy;2014-04-06;2014.0;Hungarian Socialist Party (Netherlands);;;25.57;29.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;2018-04-08;2018.0;Hungarian Socialist Party (Netherlands);;;11.91;17.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;2022-04-03;2022.0;Hungarian Socialist Party (Netherlands);;;;10.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;2018-04-08;2018.0;Hungarian Two-tailed Dog Party;;;1.73;0.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;2022-04-03;2022.0;Hungarian Two-tailed Dog Party;;;3.27;0.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;2026-04-12;2026.0;Hungarian Two-tailed Dog Party;;;1.1;0.0;199.0;not far-right;;;;;
Hungary;Flawed democracy;1990-04-08;1990.0;Hungarian Workers' Party;Magyar Munkáspárt;MMP;3.7;0.0;386.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Hungary;Flawed democracy;1994-05-29;1994.0;Hungarian Workers' Party;Magyar Munkáspárt;MMP;3.2;0.0;386.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Hungary;Flawed democracy;1998-05-24;1998.0;Hungarian Workers' Party;Magyar Munkáspárt;MMP;4.0;0.0;386.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Hungary;Flawed democracy;2002-04-21;2002.0;Hungarian Workers' Party;Magyar Munkáspárt;MMP;2.16;0.0;386.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Hungary;Flawed democracy;2014-04-06;2014.0;Hungarian Workers' Party;Magyar Munkáspárt;MMP;0.56;0.0;199.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Belgium;Flawed democracy;2014-05-25;2014.0;New Flemish Alliance;Nieuw-Vlaamse Alliantie;N-VA;20.26;33.0;150.0;not far-right;2019.0;2025.0;2100.0;2100.0;1.0
Belgium;Flawed democracy;2014-05-25;2014.0;Socialist Party (Netherlands) [Francophone];;;11.67;23.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Reformist Movement;;;9.64;20.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Flemish Christian Peoples Party | Christian Democrats & Flemish;;;11.61;18.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Party of Liberty and Progress | Flemish Liberals and Democrats;;;9.78;14.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Socialist Party (Netherlands);;;8.83;13.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Francophone Christian Social Party -- Humanist Democratic Centre;;;4.98;9.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Agalev -- Green;;;5.32;6.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Confederated ecologists for the organisation of original struggles;;;3.3;6.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;Flemish Interest;Vlaams Belang;VB;3.67;3.0;150.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Belgium;Flawed democracy;2014-05-25;2014.0;Workers' Party of Belgium;Partij van de Arbeid – Parti du Travail;PVDA/PTB;3.72;2.0;150.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Belgium;Flawed democracy;2014-05-25;2014.0;Francophone Democratic Front;;;1.8;2.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;2014-05-25;2014.0;People's Party;Parti populaire;PP;1.52;1.0;150.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Belgium;Flawed democracy;2014-05-25;2014.0;Belgians, Rise Up!;;;0.86;0.0;150.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Modern Center Party;;;34.49;36.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Slovenian Democratic Party;Slovenska Demokratska Stranka;SDS;20.71;21.0;90.0;not far-right;2015.0;2100.0;2015.0;2100.0;1.0
Slovenia;Flawed democracy;2014-07-13;2014.0;Democratic Party of Pensioners of Slovenia;;;10.18;10.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;United List -- Social Democrats;;;5.98;6.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;United Left;Združena levica;ZL;5.97;6.0;90.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Slovenia;Flawed democracy;2014-07-13;2014.0;New Slovenia – Christian Democrats;Nova Slovenija – Krščanski Demokrati;N.Si;5.59;5.0;90.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Slovenia;Flawed democracy;2014-07-13;2014.0;Alliance of Alenka Bratusek;;;4.38;4.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Italian national community;;;;1.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Hungarian national community;;;;1.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Slovenian People's Party;;;3.95;0.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Zoran Jankovic's List -- Positive Slovenia;;;2.97;0.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;2014-07-13;2014.0;Slovenian National Party;Slovenska Nacionalna Stranka;SNS;2.2;0.0;90.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Slovenia;Flawed democracy;2014-07-13;2014.0;Slovenian Pirate Party;;;1.34;0.0;90.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Social Democrats;;;31.01;113.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Moderate Party;;;23.33;84.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Sweden Democrats;Sverigedemokraterna;SD;12.86;49.0;349.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Sweden;Full democracy;2014-09-14;2014.0;Greens;;;6.89;25.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Centre Party;;;6.11;22.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Left Party;Vänsterpartiet;V;5.72;21.0;349.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Sweden;Full democracy;2014-09-14;2014.0;People's Party;;;5.42;19.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Christian Democrats;;;4.57;16.0;349.0;not far-right;;;;;
Sweden;Full democracy;2014-09-14;2014.0;Feminist Initiative;;;3.12;0.0;349.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;Harmony;;;23.0;24.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;Unity;;;21.87;23.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;Green and Farmers' Union;;;19.53;21.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;National Alliance;Nacionālā Apvienība;;16.61;17.0;100.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Latvia;Flawed democracy;2014-10-04;2014.0;Latvian Association of Regions;;;6.66;8.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;For Latvia from the Heart;;;6.85;7.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;For Human Rights in a United Latvia;;;1.58;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;2014-10-04;2014.0;United for Latvia;;;1.18;0.0;100.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;Citizens for European Development of Bulgaria;Grazhdani za Evropeysko Razvitie na Bulgariya;GERB;32.67;84.0;240.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Bulgaria;Flawed democracy;2014-10-05;2014.0;Coalition for Bulgaria | Democratic Left;;;15.4;39.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;Movement for Rights and Freedoms;;;14.84;38.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;Reformist Bloc;;;8.89;23.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;National Front for the Salvation of Bulgaria;Natsionalen Front za Spasenie na Balgariya;NFSB;7.28;19.0;240.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Bulgaria;Flawed democracy;2014-10-05;2014.0;Bulgaria Uncensored;Prezaredi Bulgariya;BBT;5.69;15.0;240.0;far-right;1900.0;2100.0;2100.0;2100.0;0.0
Bulgaria;Flawed democracy;2014-10-05;2014.0;Attack;Ataka;Ataka;4.52;11.0;240.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Bulgaria;Flawed democracy;2014-10-05;2014.0;Alternative for Bulgarian Revival;;;4.15;11.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;Movement 21;;;1.19;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;2014-10-05;2014.0;People's Voice;;;1.14;0.0;240.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Coalition of the Radical Left;;;36.34;149.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;New Democracy;;;27.81;76.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Golden Dawn;Laikos Syndesmos – Chrysi Avgi;GD;6.28;17.0;300.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Greece;Full democracy;2015-01-25;2015.0;The River;;;6.05;17.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Communist Party of Greece;;;5.47;15.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Independent Greeks;Anexartitoi Ellines;ANEL;4.75;13.0;300.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Greece;Full democracy;2015-01-25;2015.0;Panhellenic Socialist Movement;;;4.68;13.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Movement of Democratic Socialists;;;2.46;0.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Union of Centrists;;;1.79;0.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Dot -- Apostolos Gkletsos;;;1.77;0.0;300.0;not far-right;;;;;
Greece;Full democracy;2015-01-25;2015.0;Popular Orthodox Rally;Laïkós Orthódoxos Synagermós;LAOS;1.03;0.0;300.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Estonia;Full democracy;2015-03-01;2015.0;Estonian Reform Party;;;27.69;30.0;101.0;not far-right;;;;;
Estonia;Full democracy;2015-03-01;2015.0;Estonian Centre Party;Eesti Keskerakond;EK;24.81;27.0;101.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Estonia;Full democracy;2015-03-01;2015.0;Social Democratic Party | Moderates;;;15.19;15.0;101.0;not far-right;;;;;
Estonia;Full democracy;2015-03-01;2015.0;Pro Patria and Res Publica Union;;;13.71;14.0;101.0;not far-right;;;;;
Estonia;Full democracy;2015-03-01;2015.0;Free Party;;;8.69;8.0;101.0;not far-right;;;;;
Estonia;Full democracy;2015-03-01;2015.0;Conservative People’s Party of Estonia;Eesti Konservatiivne Rahvaerakond;EKRE;8.15;7.0;101.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Estonia;Full democracy;2015-03-01;2015.0;Estonian Greens;;;0.9;0.0;101.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Centre Party;;;21.1;49.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Finns Party;Suomen Maaseudun Puolue | Perussuomalaiset;PS;17.65;38.0;200.0;far-right;1900.0;2100.0;2017.0;2100.0;1.0
Finland;Full democracy;2015-04-19;2015.0;National Coalition Party;;;18.2;37.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Social Democratic Party of Finland;;;16.51;34.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Green League;;;8.53;15.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Left Alliance;Demokraattinen Liitto | Vasemmistoliitto;VAS;7.13;12.0;200.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Finland;Full democracy;2015-04-19;2015.0;Swedish People's Party;;;4.88;9.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Christian Democrats;;;3.54;5.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Aland Coalition;;;0.56;1.0;200.0;not far-right;;;;;
Finland;Full democracy;2015-04-19;2015.0;Pirate Party Finland;;;0.85;0.0;200.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Conservatives;;;36.93;331.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Labour;;;30.46;232.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Scottish National Party;;;4.74;56.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Liberals;;;7.87;8.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Democratic Unionist Party;Democratic Unionist Party;DUP;0.6;8.0;650.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
United Kingdom;Full democracy;2015-05-07;2015.0;We Ourselves;;;0.57;4.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Plaid Cymru;;;0.59;3.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Social Democratic and Labour Party;;;0.33;3.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;Ulster Unionist Party;;;0.37;2.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;United Kingdom Independence Party;United Kingdom Independence Party;UKIP;12.65;1.0;650.0;far-right;2002.0;2100.0;2002.0;2100.0;0.0
United Kingdom;Full democracy;2015-05-07;2015.0;Green Party;;;3.77;1.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;one seat;;;0.54;1.0;650.0;not far-right;;;;;
United Kingdom;Full democracy;2015-05-07;2015.0;The Christian Party -- Christian Peoples Alliance in England;;;0.2;0.0;650.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Social Democrats;;;26.3;47.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Danish People's Party;Dansk Folkeparti;DF;21.1;37.0;179.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Denmark;Full democracy;2015-06-18;2015.0;Liberal Party;;;19.5;34.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Red-Green Alliance;Enhedslisten – De Rød-Grønne;En-O;7.8;14.0;179.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Denmark;Full democracy;2015-06-18;2015.0;New-Liberal Alliance;;;7.5;13.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;The Alternative;;;4.8;9.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Danish Social Liberal Party;;;4.6;8.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Socialist People's Party;Socialistisk Folkeparti;SF;4.2;7.0;179.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Denmark;Full democracy;2015-06-18;2015.0;Conservatives;;;3.4;6.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Community of the People (Greenland);;;;1.0;179.0;not far-right;;;;;
Denmark;Full democracy;2015-06-18;2015.0;Forward (Greenland);;;;1.0;179.0;not far-right;;;;;
