country_name;regime_type;election_date;election_year;party_name_english;party_name;party_name_short;vote_share;seats;seats_total;far_right;farright_start;farright_end;farright_startnobl;farright_endnobl;in_parliament
Belgium;Flawed democracy;1995-05-21;1995.0;Party of Liberty and Progress | Flemish Liberals and Democrats;;;13.15;21.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;Socialist Party (Netherlands);;;12.6;20.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;Liberal Reformist Party;;;10.26;18.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;Francophone Christian Social Party -- Humanist Democratic Centre;;;7.73;12.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;Flemish Interest;Vlaams Belang;VB;7.83;11.0;150.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Belgium;Flawed democracy;1995-05-21;1995.0;Confederated ecologists for the organisation of original struggles;;;4.01;6.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;People's Union;;;4.67;5.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;Agalev -- Green;;;4.43;5.0;150.0;not far-right;;;;;
Belgium;Flawed democracy;1995-05-21;1995.0;National Front;Front National;FN;2.28;2.0;150.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Belgium;Flawed democracy;1995-05-21;1995.0;Workers' Party of Belgium;Partij van de Arbeid – Parti du Travail;PVDA/PTB;0.6;0.0;150.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Latvia;Flawed democracy;1995-10-01;1995.0;Democratic Party Saimnieks;;;15.15;18.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Latvian Way;;;14.65;17.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;People's Movement for Latvia (Siegerist Party);;;14.9;16.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;For Fatherland and Freedom;Tevzemei un Brivibai / LNNK;TB / LNNK;11.94;14.0;100.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Latvia;Flawed democracy;1995-10-01;1995.0;Christian Democratic Union;;;6.36;8.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Latvian National Independence Movement;;;6.32;8.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Latvian Unity Party;Latvijas Vienibas Partija;LVP;7.15;8.0;100.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Latvia;Flawed democracy;1995-10-01;1995.0;National Harmony Party;;;5.55;6.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Socialist Party (Netherlands) of Latvia;;;5.58;5.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Political Association of the Underprivileged and Latvian Independence Party;;;1.0;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Popular Front of Latvia;;;1.16;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Latvian Social Democratic Workers' Party;;;4.56;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Latvia's Party of Russian Citizens;;;1.25;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Political Union of Economists;;;1.49;0.0;100.0;not far-right;;;;;
Latvia;Flawed democracy;1995-10-01;1995.0;Union of Latvian Farmers ;;;1.37;0.0;100.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Socialist Party (Netherlands);;;44.61;112.0;230.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Social Democratic Party;;;34.78;88.0;230.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Democratic and Social Centre -- People's Party;;;9.23;15.0;230.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Portuguese Communist Party;Partido Comunista Português;PCP;;13.0;230.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Portugal;Full democracy;1995-10-01;1995.0;Ecology Party -- Greens;;;;2.0;230.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat;;;0.71;0.0;230.0;not far-right;;;;;
Portugal;Full democracy;1995-10-01;1995.0;Unified Democratic Coalition;;;8.74;;230.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;Croatian Democratic Union;Hrvatska Demokratska Zajednica;HDZ;45.23;75.0;127.0;far-right;1900.0;2000.0;1900.0;2000.0;1.0
Croatia;Flawed democracy;1995-10-29;1995.0;HSS–IDS–HNS–HKDU–SBHS;;;18.26;16.0;127.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;Croatian Social Liberal Party;;;11.55;11.0;127.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;Social Democratic Party;;;8.93;9.0;127.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;National minorities;;;;7.0;127.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;Croatian Party of Rights;Hrvatska Stranka Prava;HSP;5.01;4.0;127.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Croatia;Flawed democracy;1995-10-29;1995.0;HSS–HSLS–HNS–HKDU–HND–IDS–SDP–HSP1861;;;;4.0;127.0;not far-right;;;;;
Croatia;Flawed democracy;1995-10-29;1995.0;Istrian Democratic Assembly;;;;1.0;127.0;not far-right;;;;;
Austria;Full democracy;1995-12-17;1995.0;Social Democratic Party of Austria;;;38.1;71.0;183.0;not far-right;;;;;
Austria;Full democracy;1995-12-17;1995.0;Austrian People's Party;;;28.3;52.0;183.0;not far-right;;;;;
Austria;Full democracy;1995-12-17;1995.0;Freedom Party of Austria;Freiheitliche Partei Österreichs;FPÖ;21.9;41.0;183.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Austria;Full democracy;1995-12-17;1995.0;Liberal Forum;;;5.5;10.0;183.0;not far-right;;;;;
Austria;Full democracy;1995-12-17;1995.0;The Greens -- The Green Alternative;;;4.8;9.0;183.0;not far-right;;;;;
Austria;Full democracy;1995-12-17;1995.0;No -- Citizens' Initiative against EU membership;;;1.1;0.0;183.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;People's Alliance-Party;;;39.17;156.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Spanish Socialist Workers Party;;;38.0;141.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;United Left;Izquierda Unida;IU;10.64;21.0;350.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Spain;Full democracy;1996-03-03;1996.0;Convergence and Union;;;4.64;16.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Basque Nationalist Party;;;1.29;5.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Canary Coalition;;;0.89;4.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Galician Nationalist Bloc;Bloque Nacionalista Galego;BNG;0.89;2.0;350.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Spain;Full democracy;1996-03-03;1996.0;United People;Herri Batasuna;HB;0.73;2.0;350.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Spain;Full democracy;1996-03-03;1996.0;Basque Solidarity;;;0.47;1.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Valencian Union;;;0.37;1.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Republican Left of Catalonia;;;0.68;1.0;350.0;not far-right;;;;;
Spain;Full democracy;1996-03-03;1996.0;Andalusian Party;;;0.54;0.0;350.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Democrats of the Left;;;;171.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Go Italy -- The People of Freedom;;;;123.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;National Alliance;Alleanza Nazionale;AN;;93.0;630.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Italy;Flawed democracy;1996-04-21;1996.0;Popular Party for Prodi;;;;75.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;(Northern) League;Lega (Nord);Lega;10.07;59.0;630.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Italy;Flawed democracy;1996-04-21;1996.0;Communist Refoundation Party;Partito della Rifondazione Comunista;PRC;8.57;35.0;630.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Italy;Flawed democracy;1996-04-21;1996.0;Christian Democratic Centre / United Christian Democrats;;;;30.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Dini List -- Italian Renewal;;;;26.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Federation of the Greens;;;;16.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Southern Action League;Lega d'Azione Meridionale;LAM;0.22;1.0;630.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Italy;Flawed democracy;1996-04-21;1996.0;Valdotanian Union;;;0.1;1.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Radicals;;;1.88;0.0;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Centre Left;;;34.94;;630.0;not far-right;;;;;
Italy;Flawed democracy;1996-04-21;1996.0;Centre Right;;;42.1;;630.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;Democratic Rally;;;34.5;20.0;56.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;Progressive Party of Working People;Anorthotikó Kómma Ergazómenou Laoú;AKEL;33.0;19.0;56.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Cyprus;Flawed democracy;1996-05-26;1996.0;Democratic Party;;;16.4;10.0;56.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;Movement for Social Democracy EDEK;;;8.1;5.0;56.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;United Democrats;;;3.7;2.0;56.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;New Horizons;New Horizons;NH;1.7;0.0;56.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Cyprus;Flawed democracy;1996-05-26;1996.0;Democratic Socialist Renewal Movement;;;1.4;0.0;56.0;not far-right;;;;;
Cyprus;Flawed democracy;1996-05-26;1996.0;Ecological and Environmental Movement;;;1.0;0.0;56.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Civic Democratic Party;;;29.62;68.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Czech Social Democratic Party;;;26.44;61.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Communist Party of Bohemia and Moravia;Komunistická strana Cech a Moravy;KSCM;10.33;22.0;200.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Czech Republic;Full democracy;1996-06-01;1996.0;Rally for the Republic - Republican Party of Czechoslovakia;Sdruzení pro republiku – Republikánská strana Ceskoslovenska;SPR-RSC;8.01;18.0;200.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Czech Republic;Full democracy;1996-06-01;1996.0;Christian Democratic Union -- People's Party;;;8.08;18.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Civic Democratic Alliance;;;6.36;13.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Czech National Social(ist) Party;;;2.05;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Pensioners for a Secure Living;;;3.09;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Democratic Union;;;2.8;0.0;200.0;not far-right;;;;;
Czech Republic;Full democracy;1996-06-01;1996.0;Left Bloc;;;1.4;0.0;200.0;not far-right;;;;;
Greece;Full democracy;1996-09-22;1996.0;Panhellenic Socialist Movement;;;41.49;162.0;300.0;not far-right;;;;;
Greece;Full democracy;1996-09-22;1996.0;New Democracy;;;38.12;108.0;300.0;not far-right;;;;;
Greece;Full democracy;1996-09-22;1996.0;Communist Party of Greece;;;5.61;11.0;300.0;not far-right;;;;;
Greece;Full democracy;1996-09-22;1996.0;Coalition of the Left;;;5.12;10.0;300.0;not far-right;;;;;
Greece;Full democracy;1996-09-22;1996.0;Democratic Social Movement;Dimokratiko Koinoniko Kinima;DIKKI;4.43;9.0;300.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Greece;Full democracy;1996-09-22;1996.0;Political Spring;Politiki Anixi;POLAN;2.94;0.0;300.0;far-right;1900.0;2100.0;2100.0;2100.0;0.0
Lithuania;Flawed democracy;1996-10-20;1996.0;Homeland Union;;;31.34;70.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Christian Democrats;;;10.43;16.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Centre Union of Lithuania;;;8.67;13.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Democratic Labour Party of Lithuania;;;10.01;12.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Social Democratic Party -- 1989;;;6.94;12.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;no party affiliation;;;;4.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;others;;;;4.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Democratic Party;;;2.2;3.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Liberal and Centre Union;;;1.93;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Peasant Party;;;1.75;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Election Action of Lithuania's Poles;;;3.13;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Union of Lithuanian Political Prisoners and Deportees;;;1.57;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Young Lithuania;Jaunoji Lietuva;JL;4.01;1.0;141.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Womens Party -- New Democratic Party;;;3.86;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Christian Democratic Union;;;3.24;1.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Alliance of the Lithuanian National Minorities;;;2.55;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Russian Union;;;1.71;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Liberty Union;;;1.57;0.0;141.0;not far-right;;;;;
Lithuania;Flawed democracy;1996-10-20;1996.0;Lithuanian Party of Economy;;;1.26;0.0;141.0;not far-right;;;;;
Malta;Flawed democracy;1996-10-26;1996.0;Malta Labour Party;;;50.7;35.0;69.0;not far-right;;;;;
Malta;Flawed democracy;1996-10-26;1996.0;Nationalist Party;;;47.8;34.0;69.0;not far-right;;;;;
Malta;Flawed democracy;1996-10-26;1996.0;Democratic Alternative;;;1.46;0.0;69.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Liberal Democracy of Slovenia;;;27.01;25.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Slovenian People's Party;;;19.38;19.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Slovenian Democratic Party;Slovenska Demokratska Stranka;SDS;16.13;16.0;90.0;not far-right;2015.0;2100.0;2015.0;2100.0;1.0
Slovenia;Flawed democracy;1996-11-10;1996.0;New Slovenia – Christian Democrats;Nova Slovenija – Krščanski Demokrati;N.Si;9.62;10.0;90.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Slovenia;Flawed democracy;1996-11-10;1996.0;United List -- Social Democrats;;;9.03;9.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Democratic Party of Pensioners of Slovenia;;;4.32;5.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Slovenian National Party;Slovenska Nacionalna Stranka;SNS;3.22;4.0;90.0;far-right;1900.0;2100.0;1900.0;2100.0;0.0
Slovenia;Flawed democracy;1996-11-10;1996.0;Italian national community;;;;1.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Hungarian national community;;;;1.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Greens of Slovenia;;;1.76;0.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Democratic Party;;;2.68;0.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Slovenian Craftsmen and Entrepreneurial Party;;;1.15;0.0;90.0;not far-right;;;;;
Slovenia;Flawed democracy;1996-11-10;1996.0;Slovenian Forum;;;1.06;0.0;90.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;United Democratic Forces;;;49.15;137.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Coalition for Bulgaria | Democratic Left;;;22.44;58.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Movement for Rights and Freedoms;;;7.6;19.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Euro-Left Coalition;;;5.57;14.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Bulgarian Business Bloc;;;5.27;12.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Union for Tzar [Simeon II];;;1.12;0.0;240.0;not far-right;;;;;
Bulgaria;Flawed democracy;1997-04-19;1997.0;Communist Party of Bulgaria;;;1.3;0.0;240.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Labour;;;43.2;419.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Conservatives;;;30.7;165.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Liberals;;;16.8;46.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Ulster Unionist Party;;;0.83;10.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Scottish National Party;;;2.0;6.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Plaid Cymru;;;0.51;4.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Social Democratic and Labour Party;;;0.61;3.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;We Ourselves;;;0.41;2.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Democratic Unionist Party;Democratic Unionist Party;DUP;0.34;2.0;659.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
United Kingdom;Full democracy;1997-05-01;1997.0;one seat;;;0.04;1.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;others;;;;1.0;659.0;not far-right;;;;;
United Kingdom;Full democracy;1997-05-01;1997.0;Referendum Party;;;2.6;0.0;659.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;Socialist Party (Netherlands);;;23.5;252.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;Rally for the Republic;;;15.67;139.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;Union for French Democracy | Democratic Movement;;;14.23;111.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;French Communist Party;Parti Communiste Français;PCF;9.93;39.0;577.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
France;Flawed democracy;1997-06-01;1997.0;Radical Party of the Left;;;1.44;13.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;Greens;;;6.84;8.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;Citizens' Movement;;;2.8;7.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;other right;;;6.61;6.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;National Front / Rally;Front National / Rassemblement National;FN / RN;14.95;1.0;577.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
France;Flawed democracy;1997-06-01;1997.0;others;;;1.4;1.0;577.0;not far-right;;;;;
France;Flawed democracy;1997-06-01;1997.0;other far-left;;;2.53;0.0;577.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Fianna Fail;;;39.33;77.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Fine Gael (Family of the Irish);;;27.95;54.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Labour Party;;;10.4;17.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;no party affiliation;;;;6.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Progressive Democrats;;;4.68;4.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Democratic Left;;;2.51;4.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;Green Party;;;2.76;2.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;We Ourselves;Sinn Féin;SF;2.55;1.0;166.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Ireland;Full democracy;1997-06-06;1997.0;Socialist Party (Netherlands);;;0.7;1.0;166.0;not far-right;;;;;
Ireland;Full democracy;1997-06-06;1997.0;National Party;;;1.07;0.0;166.0;not far-right;;;;;
Norway;Full democracy;1997-09-16;1997.0;Norwegian Labour Party;;;35.0;65.0;165.0;not far-right;;;;;
Norway;Full democracy;1997-09-16;1997.0;Christian Democratic Party;;;13.7;25.0;165.0;not far-right;;;;;
Norway;Full democracy;1997-09-16;1997.0;Progress Party;Fremskrittspartiet;FrP;15.3;25.0;165.0;far-right;1900.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;1997-09-16;1997.0;Conservative Party;;;14.3;23.0;165.0;not far-right;;;;;
Norway;Full democracy;1997-09-16;1997.0;Centre Party;Senterpartiet;Sp;7.9;11.0;165.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;1997-09-16;1997.0;Socialist Left Party;Sosialistisk Venstreparti;SV;6.0;9.0;165.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Norway;Full democracy;1997-09-16;1997.0;Liberal Party of Norway;;;4.5;6.0;165.0;not far-right;;;;;
Norway;Full democracy;1997-09-16;1997.0;Coastal Party;Kystpartiet;Kp;0.4;1.0;165.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Norway;Full democracy;1997-09-16;1997.0;Red Electoral Alliance;;;1.7;0.0;165.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Solidarity Electoral Action;;;33.83;201.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Democratic Left Alliance;;;27.13;164.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Democratic | Freedom | Union;;;13.37;60.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Polish People's Party;;;7.31;27.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Movement for the Reconstruction of Poland;Ruch Odbudowy Polski;ROP;5.56;6.0;460.0;far-right;1900.0;2100.0;2100.0;2100.0;0.0
Poland;Flawed democracy;1997-09-21;1997.0;German minority;;;0.4;2.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Labour Union;;;4.74;0.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;Real Politics Union;;;2.033;0.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;National Party of Pensioners and Retired;;;2.18;0.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;National Agreement of Pensioners and Retired of the Republic Poland;;;1.63;0.0;460.0;not far-right;;;;;
Poland;Flawed democracy;1997-09-21;1997.0;National Christian Democratic -- Block for Poland;;;1.36;0.0;460.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Social Democrats;;;35.9;63.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Liberal Party;;;24.0;42.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Conservatives;;;8.9;16.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Danish People's Party;Dansk Folkeparti;DF;7.4;13.0;179.0;far-right;1900.0;2100.0;1900.0;2100.0;1.0
Denmark;Full democracy;1998-03-11;1998.0;Socialist People's Party;Socialistisk Folkeparti;SF;7.6;13.0;179.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Denmark;Full democracy;1998-03-11;1998.0;Centre Democrats;;;4.3;8.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Danish Social Liberal Party;;;3.9;7.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Red-Green Alliance;Enhedslisten – De Rød-Grønne;En-O;2.7;5.0;179.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Denmark;Full democracy;1998-03-11;1998.0;Christian People's Party;;;2.5;4.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Progress Party;Fremskridtspartiet;FrP;2.4;4.0;179.0;not far-right;2100.0;2100.0;2100.0;2100.0;0.0
Denmark;Full democracy;1998-03-11;1998.0;Forward (Greenland);;;;1.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;People's Party (Faroe Islands);;;;1.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Social Democratic Party (Faroe Islands);;;;1.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;Solidarity (Greenland);;;;1.0;179.0;not far-right;;;;;
Denmark;Full democracy;1998-03-11;1998.0;no seat;;;0.3;0.0;179.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;Labour Party;;;28.98;45.0;150.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;People's Party for Freedom and Democracy;;;24.69;38.0;150.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;Christian Democratic Appeal;;;18.37;29.0;150.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;Democrats 66;;;8.99;14.0;150.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;GreenLeft;;;7.27;11.0;150.0;not far-right;;;;;
Netherlands;Full democracy;1998-05-06;1998.0;Socialist Party (Netherlands);Socialistiese Partij;SP;3.53;5.0;150.0;not far-right;2100.0;2100.0;2100.0;2100.0;1.0
Netherlands;Full democracy;1998-05-06;1998.0;Reformatory Political Federation;;;2.03;3.0;150.0;not far-right;;;;;
