country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short_x;party_name_x;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id;party_name_y;party_name_short_y;farright;farright_start;farright_end;parlgov_id;far_right;election_year
ITA;Italy;parliament;1994-03-27;46.4;;630.0;CeD;Centro-destra;Centre Right;7.4;26.0;146.0;605.0;801.0;67.0;Il Popolo della Libertà;PDL;0.0;2100.0;2100.0;67.0;non far-right;1994
ITA;Italy;parliament;1994-03-27;34.3;;630.0;CeS;Centro-sinistra;Centre Left;3.3;26.0;146.0;605.0;801.0;1048.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;0.1;1.0;630.0;UV;Union Valdôtaine;Valdotanian Union;;26.0;146.0;605.0;801.0;974.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;0.2;1.0;630.0;LAM;Lega d'Azione Meridionale;Southern Action League;8.7;26.0;146.0;605.0;801.0;436.0;Lega d'Azione Meridionale;LAM;1.0;1900.0;2100.0;436.0;far-right;1994
ITA;Italy;parliament;1994-03-27;;1.0;630.0;one-seat;one seat;one seat;;26.0;146.0;605.0;801.0;2302.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;2.0;630.0;PLD;Polo Liberal-Democratico;Liberal Democratic Pole;6.0;26.0;146.0;605.0;801.0;671.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;0.6;3.0;630.0;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5.4;26.0;146.0;605.0;801.0;1030.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;4.0;630.0;UdCe;Unione Democratica di Centro;Democratic Union of the Centre;6.0;26.0;146.0;605.0;801.0;397.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;5.0;630.0;CS;Cristiano Sociali;Social Christians;6.2;26.0;146.0;605.0;801.0;1431.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;6.0;630.0;R;Radicali;Radicals;3.9732;26.0;146.0;605.0;801.0;1296.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;10.0;630.0;none;senzo partito;no party affiliation;;26.0;146.0;605.0;801.0;1552.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;11.0;630.0;FdV;Federazione dei Verdi;Federation of the Greens;2.3725;26.0;146.0;605.0;801.0;910.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;14.0;630.0;PSI;Partito Socialista Italiano;Italian Socialist Party;3.7722;26.0;146.0;605.0;801.0;1475.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;29.0;630.0;CCD;Centro Cristiano Democratico;Christian Democratic Centre;5.9067;26.0;146.0;605.0;801.0;99.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;39.0;630.0;PRC;Partito della Rifondazione Comunista;Communist Refoundation Party;0.8849;26.0;146.0;605.0;801.0;1321.0;Partito della Rifondazione Comunista;PRC;0.0;2100.0;2100.0;1321.0;non far-right;1994
ITA;Italy;parliament;1994-03-27;15.7;46.0;630.0;PPI;Partito Popolare Italiano;Italian People's Party;4.6267;26.0;146.0;605.0;801.0;142.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;99.0;630.0;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7.1459;26.0;146.0;605.0;801.0;596.0;Forza Italia (1994-2009);FI1;0.0;2100.0;2100.0;596.0;non far-right;1994
ITA;Italy;parliament;1994-03-27;;109.0;630.0;DS;Democratici di Sinistra;Democrats of the Left;2.6277;26.0;146.0;605.0;801.0;809.0;;;;;;;non far-right;1994
ITA;Italy;parliament;1994-03-27;;109.0;630.0;AN;Alleanza Nazionale;National Alliance;8.0871;26.0;146.0;605.0;801.0;373.0;Alleanza Nazionale;AN;1.0;1900.0;2100.0;373.0;far-right;1994
ITA;Italy;parliament;1994-03-27;;117.0;630.0;LN;Lega Nord;North League;7.8007;26.0;146.0;605.0;801.0;1436.0;Lega (Nord);Lega;1.0;1900.0;2100.0;1436.0;far-right;1994
ITA;Italy;parliament;1994-03-27;;6.0;630.0;Rete;Movimento per la Democrazia – La Rete;Movement for Democracy -- The Net;6.2;26.0;146.0;605.0;801.0;366.0;La Rete;LR;0.0;2100.0;2100.0;366.0;non far-right;1994
ITA;Italy;parliament;1994-03-27;;18.0;630.0;AD;Alleanza Democratica;Democratic Alliance;5.0;26.0;146.0;605.0;801.0;896.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;19.96;31.0;150.0;VVD;Volkspartij voor Vrijheid en Democratie;People's Party for Freedom and Democracy;7.3482;8.0;570.0;627.0;148.0;1409.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;22.23;34.0;150.0;CDA;Christen Democratisch Appèl;Christian Democratic Appeal;5.9376;8.0;570.0;627.0;148.0;235.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;1.77;3.0;150.0;RPF;Reformatorische Politieke Federati;Reformatory Political Federation;8.2963;8.0;570.0;627.0;148.0;212.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;15.49;24.0;150.0;D66;Democraten 66;Democrats 66;4.5066;8.0;570.0;627.0;148.0;345.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;0.87;1.0;150.0;one-seat;one seat;one seat;;8.0;570.0;627.0;148.0;2288.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;23.97;37.0;150.0;PvdA;Partij van de Arbeid;Labour Party;3.6118;8.0;570.0;627.0;148.0;742.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;1.73;2.0;150.0;SGP;Staatkundig Gereformeerde Partij;Political Reformed Party;8.7531;8.0;570.0;627.0;148.0;1251.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;3.63;6.0;150.0;AOV|VSP;Algemeen Ouderen Verbond | Verenigde Senioren Partij;General Senior Union | United Seniors Party;;8.0;570.0;627.0;148.0;112.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;3.47;5.0;150.0;GL;GroenLinks;GreenLeft;2.0454;8.0;570.0;627.0;148.0;756.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;2.46;3.0;150.0;CD;Centrum Democraten;Centre Democrats;9.4097;8.0;570.0;627.0;148.0;209.0;Centrum Democraten;CD;1.0;1900.0;2100.0;209.0;far-right;1994
NLD;Netherlands;parliament;1994-05-03;0.36;0.0;150.0;CP;Centrumpartij;Centre Party;8.7;8.0;570.0;627.0;148.0;275.0;;;;;;;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;1.32;2.0;150.0;SP;Socialistiese Partij;Socialist Party;1.3682;8.0;570.0;627.0;148.0;357.0;Socialistiese Partij;SP;0.0;2100.0;2100.0;357.0;non far-right;1994
NLD;Netherlands;parliament;1994-05-03;1.33;2.0;150.0;GPV;Gereformeerd Politiek Verbond;Reformed Political League;8.1444;8.0;570.0;627.0;148.0;625.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;0.6;1.0;386.0;VP;Vállalkozók Pártja Egyesület;Entrepreneurs' Party;6.0;39.0;620.0;257.0;13.0;1203.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;19.7;69.0;386.0;SzDSz;Szabad Demokraták Szövetsége;Alliance of Free Democrats;3.9659;39.0;620.0;257.0;13.0;1426.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;11.7;38.0;386.0;MDF;Magyar Demokrata Fórum;Hungarian Democratic Forum;6.4826;39.0;620.0;257.0;13.0;546.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;8.8;26.0;386.0;FKgP;Független Kisgazda Párt;Independent Small Holders Party;9.0186;39.0;620.0;257.0;13.0;870.0;Független Kisgazdapárt;FKgP;1.0;2019.0;2100.0;870.0;non far-right;1994
HUN;Hungary;parliament;1994-05-29;7.0;22.0;386.0;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7.4;39.0;620.0;257.0;13.0;434.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;2.55;0.0;386.0;KP;Köztársaság Párt;Republican Party;;39.0;620.0;257.0;13.0;2588.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;3.2;0.0;386.0;MMP;Magyar Munkáspárt;Hungarian Workers' Party;0.6316;39.0;620.0;257.0;13.0;1202.0;Magyar Munkáspárt;MMP;0.0;2100.0;2100.0;1202.0;non far-right;1994
HUN;Hungary;parliament;1994-05-29;1.6;0.0;386.0;MIEP;Magyar Igazság és Élet Pártja;Hungarian Justice and Life Party;9.6065;39.0;620.0;257.0;13.0;95.0;Magyar Igazság és Élet Pártja;MIÉP;1.0;1900.0;2100.0;95.0;far-right;1994
HUN;Hungary;parliament;1994-05-29;33.0;209.0;386.0;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2.8743;39.0;620.0;257.0;13.0;1591.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;2.1;1.0;386.0;ASZ;Agrárszövetség;Agrarian Alliance;5.3;39.0;620.0;257.0;13.0;1183.0;;;;;;;non far-right;1994
HUN;Hungary;parliament;1994-05-29;7.0;20.0;386.0;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6.5432;39.0;620.0;257.0;13.0;921.0;Fidesz;Fidesz;1.0;2010.0;2100.0;921.0;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;2.76;0.0;60.0;NB;National Bewegong;National Movement;8.7;7.0;306.0;526.0;418.0;374.0;National Bewegong;NB;1.0;1900.0;2100.0;374.0;far-right;1994
LUX;Luxembourg;parliament;1994-06-12;29.71;21.0;60.0;CSV;Chrëschtlech Sozial Vollekspartei;Christian Social People's Party;6.4474;7.0;306.0;526.0;418.0;1234.0;;;;;;;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;26.69;17.0;60.0;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;Luxembourg Socialist Workers' Party;3.2895;7.0;306.0;526.0;418.0;701.0;;;;;;;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;18.35;12.0;60.0;DP;Demokratesch Partei;Democratic Party;6.5789;7.0;306.0;526.0;418.0;967.0;;;;;;;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;10.17;5.0;60.0;Greng;Déi Gréng;The Greens;2.5;7.0;306.0;526.0;418.0;310.0;;;;;;;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;8.16;5.0;60.0;AR|ADR;Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei;Action Committee Pensions | Alternative Democratic Reform Party;8.8158;7.0;306.0;526.0;418.0;1582.0;Alternativ Demokratesch Reformpartei;ADR;1.0;2022.0;2100.0;1582.0;non far-right;1994
LUX;Luxembourg;parliament;1994-06-12;1.92;0.0;60.0;KPL;Kommunistesch Partei Lëtzebuerg;Communist Party of Luxembourg;1.3;7.0;306.0;526.0;418.0;151.0;Kommunistesch Partei Lëtzebuerg;KPL;0.0;2100.0;2100.0;151.0;non far-right;1994
SWE;Sweden;parliament;1994-09-18;1.2;0.0;349.0;NyD;Ny Demokrati;New Democracy;8.9944;35.0;412.0;472.0;779.0;951.0;Ny Demokrati;NyD;0.0;2100.0;2100.0;951.0;non far-right;1994
SWE;Sweden;parliament;1994-09-18;6.2;22.0;349.0;V;Vänsterpartiet (kommunisterna);Left Party (Communists);1.5464;35.0;412.0;472.0;779.0;882.0;Vänsterpartiet;V;0.0;2100.0;2100.0;882.0;non far-right;1994
SWE;Sweden;parliament;1994-09-18;4.1;15.0;349.0;KD;Kristdemokraterna;Christian Democrats;7.195;35.0;412.0;472.0;779.0;282.0;;;;;;;non far-right;1994
SWE;Sweden;parliament;1994-09-18;45.3;161.0;349.0;SAP;Socialdemokraterna;Social Democrats;3.4447;35.0;412.0;472.0;779.0;904.0;;;;;;;non far-right;1994
SWE;Sweden;parliament;1994-09-18;22.4;80.0;349.0;M;Moderaterna;Moderate Party;7.8907;35.0;412.0;472.0;779.0;657.0;;;;;;;non far-right;1994
SWE;Sweden;parliament;1994-09-18;7.7;27.0;349.0;C;Centerpartiet;Centre Party;5.8084;35.0;412.0;472.0;779.0;1461.0;;;;;;;non far-right;1994
SWE;Sweden;parliament;1994-09-18;7.2;26.0;349.0;FP;Folkpartiet;People's Party;6.2906;35.0;412.0;472.0;779.0;892.0;;;;;;;non far-right;1994
SWE;Sweden;parliament;1994-09-18;5.0;18.0;349.0;MP;Miljöpartiet de Gröna;Greens;3.3789;35.0;412.0;472.0;779.0;1154.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;7.3;13.0;179.0;SF;Socialistisk Folkeparti;Socialist Peoples Party;2.1347;21.0;89.0;157.0;740.0;1644.0;Socialistisk Folkeparti;SF;0.0;2100.0;2100.0;1644.0;non far-right;1994
DNK;Denmark;parliament;1994-09-21;2.8;5.0;179.0;CD;Centrumdemokraterne;Centre Democrats;5.5609;21.0;89.0;157.0;740.0;1324.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;34.6;62.0;179.0;Sd;Socialdemokraterne;Social Democrats;3.8011;21.0;89.0;157.0;740.0;1629.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;23.3;42.0;179.0;V;Venstre;Liberal Party;7.292;21.0;89.0;157.0;740.0;1605.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;1.8;0.0;179.0;KrF;Kristeligt Folkeparti;Christian People's Party;5.6982;21.0;89.0;157.0;740.0;1331.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;;1.0;179.0;etc;others;others;;21.0;89.0;157.0;740.0;2576.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;;1.0;179.0;Sbf;Sambandsflokkurin;Union Party (Faroe Islands);7.4;21.0;89.0;157.0;740.0;1892.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;;1.0;179.0;FF;Hin føroyski fólkaflokkurin – radikalt sjálvstýri;People's Party (Faroe Islands);7.4;21.0;89.0;157.0;740.0;2574.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;;1.0;179.0;At;Atassut;Solidarity (Greenland);6.0;21.0;89.0;157.0;740.0;2575.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;1.0;1.0;179.0;none;ingen;no party affiliation;;21.0;89.0;157.0;740.0;1128.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;3.1;6.0;179.0;En-O;Enhedslisten – De Rød-Grønne;Red-Green Alliance;0.8912;21.0;89.0;157.0;740.0;306.0;Enhedslisten – De Rød-Grønne;En-O;0.0;2100.0;2100.0;306.0;non far-right;1994
DNK;Denmark;parliament;1994-09-21;4.6;8.0;179.0;RV;Det Radikale Venstre;Danish Social Liberal Party;4.8736;21.0;89.0;157.0;740.0;211.0;;;;;;;non far-right;1994
DNK;Denmark;parliament;1994-09-21;6.4;11.0;179.0;FrP;Fremskridtspartiet;Progress Party;9.0259;21.0;89.0;157.0;740.0;978.0;Fremskridtspartiet;FrP;0.0;2100.0;2100.0;978.0;non far-right;1994
DNK;Denmark;parliament;1994-09-21;15.0;27.0;179.0;KF;Konservative;Conservatives;7.2186;21.0;89.0;157.0;740.0;590.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;;9.0;150.0;S-E;Spolužitie – Együttélés;Coexistence;7.4;1.0;119.0;294.0;817.0;2248.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;5.4;9.0;150.0;SNS;Slovenská národná strana;Slovak National Party;7.0198;1.0;119.0;294.0;817.0;1072.0;Slovenská Národná Strana;SNS;1.0;1900.0;2100.0;1072.0;far-right;1994
SVK;Slovakia;parliament;1994-10-01;10.42;18.0;150.0;SV;Spoločná voľba;Common Choice;1.3;1.0;119.0;294.0;817.0;527.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;10.08;17.0;150.0;KDH;Kresťanskodemokratické hnutie;Christian Democratic Movement;7.1082;1.0;119.0;294.0;817.0;1432.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;;7.0;150.0;MKDM;Maďarské kresťanskodemokratické hnutie – Magyar kereszténydemokrata mozgalom;Hungarian Christian Democratic Movement;6.6667;1.0;119.0;294.0;817.0;2247.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;7.35;13.0;150.0;ZRS;Združenie robotníkov Slovenska;Association of Workers of Slovakia;1.3;1.0;119.0;294.0;817.0;1563.0;Združenie Robotníkov Slovenska;ZRS;0.0;2100.0;2100.0;1563.0;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;;1.0;150.0;MOS;Maďarská občianska strana – Magyar polgári párt;Hungarian Civic Party;6.0;1.0;119.0;294.0;817.0;2246.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;10.19;;150.0;MK;Maďarskej koalície – Magyar koalíció;Hungarian Coalition;6.5005;1.0;119.0;294.0;817.0;559.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;2.72;0.0;150.0;KSS;Komunistická strana Slovenska;Communist Party of Slovakia;0.5275;1.0;119.0;294.0;817.0;44.0;Komunistická Strana Slovenska;KSS;0.0;2100.0;2100.0;44.0;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;2.06;0.0;150.0;KSU;Krest’anská sociálna únia Slovenska;Christian Social Union;6.6667;1.0;119.0;294.0;817.0;936.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;1.33;0.0;150.0;NS;Nové Slovensko;New Slovakia;;1.0;119.0;294.0;817.0;2237.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;1.32;0.0;150.0;SPK;Strana proti korupcii, za poriadok, prácu a peniaze pre všetkých slušných obcanov;Party against Corruption, for Order, Labour and Money for all Decent Citizens;;1.0;119.0;294.0;817.0;2238.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;1.05;0.0;150.0;HZPCS;Hnutie za prosperujúce Cesko a Slovensko;Movement for a Prosperous Czechia and Slovakia;;1.0;119.0;294.0;817.0;2239.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;3.43;0.0;150.0;DS;Demokratická strana;Democratic Party;6.2;1.0;119.0;294.0;817.0;1000.0;;;;;;;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;34.97;61.0;150.0;HZDS;Hnutie za demokratické Slovensko;Movement for a Democratic Slovakia;4.8914;1.0;119.0;294.0;817.0;1142.0;Hnutie za Demokratické Slovensko;HZDS / ĽS-HZDS;0.0;2100.0;2100.0;1142.0;non far-right;1994
SVK;Slovakia;parliament;1994-10-01;8.57;15.0;150.0;DUS;Demokratická únia;Democratic Union;6.0;1.0;119.0;294.0;817.0;1495.0;;;;;;;non far-right;1994
AUT;Austria;parliament;1994-10-09;34.9;65.0;183.0;SPO;Sozialdemokratische Partei Österreichs;Social Democratic Party of Austria;3.7293;59.0;66.0;325.0;524.0;973.0;;;;;;;non far-right;1994
AUT;Austria;parliament;1994-10-09;0.9;0.0;183.0;Nein;Nein – Bürgerinitiative gegen die EU Mitgliedschaft;No -- Citizens' Initiative against EU membership;;59.0;66.0;325.0;524.0;1744.0;;;;;;;non far-right;1994
AUT;Austria;parliament;1994-10-09;6.0;11.0;183.0;LIF;Liberales Forum;Liberal Forum;4.8806;59.0;66.0;325.0;524.0;955.0;;;;;;;non far-right;1994
AUT;Austria;parliament;1994-10-09;7.3;13.0;183.0;Gruene;Die Grünen – Die Grüne Alternative;The Greens -- The Green Alternative;2.4604;59.0;66.0;325.0;524.0;1429.0;;;;;;;non far-right;1994
AUT;Austria;parliament;1994-10-09;22.5;42.0;183.0;FPO;Freiheitliche Partei Österreichs;Freedom Party of Austria;8.3494;59.0;66.0;325.0;524.0;50.0;Freiheitliche Partei Österreichs;FPÖ;1.0;1900.0;2100.0;50.0;far-right;1994
AUT;Austria;parliament;1994-10-09;27.7;52.0;183.0;OVP;Österreichische Volkspartei;Austrian People's Party;6.4733;59.0;66.0;325.0;524.0;1013.0;;;;;;;non far-right;1994
DEU;Germany;parliament;1994-10-16;4.4;30.0;672.0;PDS|Li;PDS | Die Linke;PDS | The Left;1.2152;54.0;595.0;445.0;862.0;791.0;PDS / Die Linke;Linke;0.0;2100.0;2100.0;791.0;non far-right;1994
DEU;Germany;parliament;1994-10-16;1.9;0.0;672.0;Rep;Die Republikaner;The Republicans;9.2752;54.0;595.0;445.0;862.0;524.0;Republikaner;Republikaner;1.0;1900.0;2100.0;524.0;far-right;1994
DEU;Germany;parliament;1994-10-16;7.3;49.0;672.0;B90/Gru;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2.9308;54.0;595.0;445.0;862.0;772.0;;;;;;;non far-right;1994
DEU;Germany;parliament;1994-10-16;7.3;50.0;672.0;CSU;Christlich Soziale Union;Christian Social Union;7.2871;54.0;595.0;445.0;862.0;1180.0;;;;;;;non far-right;1994
DEU;Germany;parliament;1994-10-16;34.2;244.0;672.0;CDU;Christlich Demokratische Union;Christian Democratic Union;6.2503;54.0;595.0;445.0;862.0;808.0;;;;;;;non far-right;1994
DEU;Germany;parliament;1994-10-16;36.4;252.0;672.0;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3.6451;54.0;595.0;445.0;862.0;558.0;;;;;;;non far-right;1994
DEU;Germany;parliament;1994-10-16;6.9;47.0;672.0;FDP;Freie Demokratische Partei;Free Democratic Party;5.9233;54.0;595.0;445.0;862.0;543.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;1.43;0.0;240.0;PS;Patriotichen Suyuz;Patriotic Union;7.4;10.0;355.0;32.0;109.0;2177.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;1.49;0.0;240.0;SNI;"Suyuz ""Nov izbor""";"""New Choice"" Union";6.0;10.0;355.0;32.0;109.0;2176.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;1.41;0.0;240.0;FTB;Federatsiya Tsarstvo Balgariya;Kingdom of Bulgaria Confederation;;10.0;355.0;32.0;109.0;800.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;1.51;0.0;240.0;KPB;Komunisticheska Partiya na Balgariya;Communist Party of Bulgaria;0.3684;10.0;355.0;32.0;109.0;1570.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;3.79;0.0;240.0;DAR;Demokratichna Alternativa za Republikata;Democratic Alternative for the Republic;3.3;10.0;355.0;32.0;109.0;2170.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;4.73;13.0;240.0;BBB;Balgarski Biznes Blok;Bulgarian Business Bloc;6.6784;10.0;355.0;32.0;109.0;599.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;5.44;15.0;240.0;DPS;Dvizhenie za Prava i Svobodi;Movement for Rights and Freedoms;4.5828;10.0;355.0;32.0;109.0;1286.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;6.51;18.0;240.0;ZNS;Zemedelski Naroden Suyuz;Agrarian People's Union;5.5263;10.0;355.0;32.0;109.0;353.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;43.5;125.0;240.0;KzB|DL;Koalitsiya za Balgariya | Demokratichna Levitsa;Coalition for Bulgaria | Democratic Left;2.8982;10.0;355.0;32.0;109.0;1160.0;;;;;;;non far-right;1994
BGR;Bulgaria;parliament;1994-12-18;24.23;69.0;240.0;SDS;Suyuz na Demokratichnite Sili;Union of Democratic Forces;6.1111;10.0;355.0;32.0;109.0;423.0;;;;;;;non far-right;1994
EST;Estonia;parliament;1995-03-05;14.17;16.0;101.0;EK;Eesti Keskerakond;Estonian Centre Party;3.9562;75.0;600.0;670.0;4.0;1137.0;Eesti Keskerakond;EK;0.0;2100.0;2100.0;1137.0;non far-right;1995
EST;Estonia;parliament;1995-03-05;16.19;19.0;101.0;ERe;Eesti Reformierakond;Estonian Reform Party;7.8969;75.0;600.0;670.0;4.0;113.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;2.27;0.0;101.0;ESDTP|EVP;Eesti [Sotsiaal] Demokraatlikuks Tööparteiks | Eesti Vasakpartei;Estonian [Social] Democratic Labour Party | Estonian Left Party;1.3;75.0;600.0;670.0;4.0;2416.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;1.51;0.0;101.0;ETE;Eesti Talurahva Erakond;Estonian Farmers Party;5.3;75.0;600.0;670.0;4.0;1796.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;2.57;0.0;101.0;TEE;Tuleviku Eesti | Iseseisvuspartei;Future Estonia | Independence;8.7;75.0;600.0;670.0;4.0;1794.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;3.61;0.0;101.0;EKo;Eesti Kodanik;Estonian Citizens;8.7;75.0;600.0;670.0;4.0;1064.0;Eesti Kodanik;EKo;1.0;1900.0;2100.0;1064.0;far-right;1995
EST;Estonia;parliament;1995-03-05;5.0;5.0;101.0;VKR;Vabariiklaste ja Konservatiivide Rahvaerakond;People's Party of Republicans and Conservatives;7.4;75.0;600.0;670.0;4.0;1395.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;7.86;8.0;101.0;RKI;"Rahvuslik Koonderakond ""Isamaa""";"National Coalition Party ""Pro Patria""";7.4;75.0;600.0;670.0;4.0;243.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;5.87;6.0;101.0;K-EUR;Konstitutsioonierakond – Eestimaa Ühendatud Rahvapartei;Constitution Party -- Estonian United People's Party;2.0282;75.0;600.0;670.0;4.0;1590.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;5.99;6.0;101.0;SDE|M;Sotsiaaldemokraatlik Erakond | Mõõdukad;Social Democratic Party | Moderates;4.1915;75.0;600.0;670.0;4.0;1448.0;;;;;;;non far-right;1995
EST;Estonia;parliament;1995-03-05;32.23;41.0;101.0;EKK;Eesti Koonderakond;Estonian Coalition Party;7.2222;75.0;600.0;670.0;4.0;486.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;19.8;44.0;200.0;KESK;Keskusta;Centre Party;5.8027;67.0;24.0;602.0;206.0;94.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;28.3;63.0;200.0;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3.5595;67.0;24.0;602.0;206.0;395.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;17.9;39.0;200.0;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7.2451;67.0;24.0;602.0;206.0;1118.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;11.2;22.0;200.0;DL|VAS;Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet;Democratic Union | Left Alliance;2.1843;67.0;24.0;602.0;206.0;1292.0;Demokraattinen Liitto | Vasemmistoliitto;VAS;0.0;2100.0;2100.0;1292.0;non far-right;1995
FIN;Finland;parliament;1995-03-19;5.1;11.0;200.0;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6.3906;67.0;24.0;602.0;206.0;585.0;;;;;;;non far-right;1995
