country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short_x;party_name_x;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id;party_name_y;party_name_short_y;farright;farright_start;farright_end;parlgov_id;far_right;election_year
ITA;Italy;parliament;2018-03-04;33.33;227.0;630.0;M5S;Movimento 5 Stelle;Five Star Movement;;26.0;1024.0;789.0;1501.0;2155.0;Movimento 5 Stelle;M5S;0.0;2100.0;2100.0;2155.0;non far-right;2018
ITA;Italy;parliament;2018-03-04;18.76;112.0;630.0;PD;Partito Democratico;Democratic Party;2.6216;26.0;1024.0;789.0;1501.0;382.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;0.58;1.0;630.0;one-seat;one seat;one seat;;26.0;1024.0;789.0;1501.0;2302.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;4.35;31.0;630.0;FdI;Fratelli d'Italia;Brothers of Italy;8.7;26.0;1024.0;789.0;1501.0;2154.0;Fratelli d'Italia;FdI;1.0;1900.0;2100.0;2154.0;far-right;2018
ITA;Italy;parliament;2018-03-04;3.39;14.0;630.0;S;Sinistra;Left;1.3;26.0;1024.0;789.0;1501.0;465.0;Sinistra Ecologia e Libertà;SEL;0.0;2100.0;2100.0;465.0;non far-right;2018
ITA;Italy;parliament;2018-03-04;1.34;4.0;630.0;UC;Unione / Centro;Union / Centre;6.1092;26.0;1024.0;789.0;1501.0;226.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;0.41;4.0;630.0;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5.4;26.0;1024.0;789.0;1501.0;1030.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;0.54;2.0;630.0;IdV;Italia dei Valori;Italy of Values;4.8712;26.0;1024.0;789.0;1501.0;693.0;Lista Di Pietro - Italia dei Valori;IdV;0.0;2100.0;2100.0;693.0;non far-right;2018
ITA;Italy;parliament;2018-03-04;2.76;2.0;630.0;#NAME?;#NAME?;More Europe;6.0;26.0;1024.0;789.0;1501.0;2737.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;;1.0;630.0;CD;Centro Democratico;Democratic Centre;6.0;26.0;1024.0;789.0;1501.0;2153.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;0.33;1.0;630.0;AIE;Associativo Italiani all'Estero;Associative Italians Abroad;;26.0;1024.0;789.0;1501.0;927.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;0.21;1.0;630.0;USEI;Unione Sudamericana Emigrati Italiani;South American Union Italian Emigrants;7.4;26.0;1024.0;789.0;1501.0;2671.0;;;;;;;non far-right;2018
ITA;Italy;parliament;2018-03-04;1.13;0.0;630.0;PRC;Partito della Rifondazione Comunista;Communist Refoundation Party;0.8849;26.0;1024.0;789.0;1501.0;1321.0;Partito della Rifondazione Comunista;PRC;0.0;2100.0;2100.0;1321.0;non far-right;2018
ITA;Italy;parliament;2018-03-04;14.0;106.0;630.0;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7.1459;26.0;1024.0;789.0;1501.0;596.0;Forza Italia (1994-2009);FI1;0.0;2100.0;2100.0;596.0;non far-right;2018
ITA;Italy;parliament;2018-03-04;17.39;124.0;630.0;LN;Lega Nord;North League;7.8007;26.0;1024.0;789.0;1501.0;1436.0;Lega (Nord);Lega;1.0;1900.0;2100.0;1436.0;far-right;2018
HUN;Hungary;parliament;2018-04-08;;117.0;199.0;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6.5432;39.0;1023.0;814.0;1104.0;921.0;Fidesz;Fidesz;1.0;2010.0;2100.0;921.0;far-right;2018
HUN;Hungary;parliament;2018-04-08;49.28;;199.0;Fi+KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People's Party;6.5432;39.0;1023.0;814.0;1104.0;437.0;;;;;;;far-right;2018
HUN;Hungary;parliament;2018-04-08;1.73;0.0;199.0;MKKP;Magyar Kétfarkú Kutya Párt;Hungarian Two-tailed Dog Party;;39.0;1023.0;814.0;1104.0;2660.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;3.06;0.0;199.0;MM;Momentum Mozgalom;Momentum Movement;7.4;39.0;1023.0;814.0;1104.0;2659.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;;1.0;199.0;FKgP;Független Kisgazda Párt;Independent Small Holders Party;9.0186;39.0;1023.0;814.0;1104.0;870.0;Független Kisgazdapárt;FKgP;1.0;2019.0;2100.0;870.0;non far-right;2018
HUN;Hungary;parliament;2018-04-08;0.66;1.0;199.0;Egyutt;Együtt – A Korszakváltók Pártja;Together -- Party for a New Era;3.3;39.0;1023.0;814.0;1104.0;2318.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;0.46;1.0;199.0;MNOO;Magyarországi Németek Országos Önkormányzata;National Self-Government of Germans in Hungary;;39.0;1023.0;814.0;1104.0;2908.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;;3.0;199.0;PM;Párbeszéd Magyarországért;Dialogue for Hungary;2.5;39.0;1023.0;814.0;1104.0;2349.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;7.06;8.0;199.0;LMP;Lehet Más a Politika;Politics Can Be Different;2.5;39.0;1023.0;814.0;1104.0;403.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;;16.0;199.0;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7.4;39.0;1023.0;814.0;1104.0;434.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;5.37;9.0;199.0;DK;Demokratikus Koalíció;Democratic Coalition;3.3;39.0;1023.0;814.0;1104.0;1970.0;;;;;;;non far-right;2018
HUN;Hungary;parliament;2018-04-08;19.06;26.0;199.0;Jobbik;Jobbik Magyarországért Mozgalom;Jobbik Movement for a Better Hungary;8.7;39.0;1023.0;814.0;1104.0;600.0;Jobbik Magyarországért Mozgalom;Jobbik;1.0;1900.0;2018.0;600.0;far-right;2018
HUN;Hungary;parliament;2018-04-08;11.91;17.0;199.0;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2.8743;39.0;1023.0;814.0;1104.0;1591.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;;1.0;90.0;Ita;Italijanska narodna skupnost;Italian national community;;60.0;1025.0;817.0;1144.0;199.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;5.11;5.0;90.0;ZaAB;Zavezništvo Alenke Bratušek;Alliance of Alenka Bratusek;3.3;60.0;1025.0;817.0;1144.0;2337.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;7.16;7.0;90.0;NSI;Nova Slovenija – Krščanska ljudska stranka;New Slovenia -- Christian People's Party;7.9345;60.0;1025.0;817.0;1144.0;1047.0;Nova Slovenija – Krščanski Demokrati;N.Si;1.0;1900.0;2100.0;1047.0;far-right;2018
SVN;Slovenia;parliament;2018-06-03;9.33;9.0;90.0;L;Levica;The Left;1.3;60.0;1025.0;817.0;1144.0;2670.0;Levica;Levica;0.0;2100.0;2100.0;2670.0;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;9.93;10.0;90.0;ZL-SD;Združena lista – Socialni demokrati;United List -- Social Democrats;3.0637;60.0;1025.0;817.0;1144.0;706.0;Združena levica;ZL;0.0;2100.0;2100.0;706.0;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;12.6;13.0;90.0;LMS;Lista Marjana Šarca;List of Marjan Sarec;3.3;60.0;1025.0;817.0;1144.0;2668.0;Lista Marjana Šarca;LMS;0.0;2100.0;2100.0;2668.0;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;24.92;25.0;90.0;SDS;Slovenska demokratska stranka;Slovenian Democratic Party;6.9996;60.0;1025.0;817.0;1144.0;179.0;Slovenska Demokratska Stranka;SDS;1.0;2015.0;2100.0;179.0;far-right;2018
SVN;Slovenia;parliament;2018-06-03;4.93;5.0;90.0;DeSUS;Demokratična stranka upokojencev Slovenije;Democratic Party of Pensioners of Slovenia;3.2292;60.0;1025.0;817.0;1144.0;1587.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;4.17;4.0;90.0;SNS;Slovenska nacionalna stranka;Slovenian National Party;4.7941;60.0;1025.0;817.0;1144.0;981.0;Slovenska Nacionalna Stranka;SNS;1.0;1900.0;2100.0;981.0;far-right;2018
SVN;Slovenia;parliament;2018-06-03;;1.0;90.0;Mad;Madžarska narodna skupnost;Hungarian national community;;60.0;1025.0;817.0;1144.0;65.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;9.75;10.0;90.0;SMC;Stranka modernega;Modern Center Party;3.3;60.0;1025.0;817.0;1144.0;2333.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;2.15;0.0;90.0;PSS;Piratska stranka Slovenije;Slovenian Pirate Party;;60.0;1025.0;817.0;1144.0;2338.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;2.62;0.0;90.0;SLS;Slovenska ljudska stranka;Slovenian People's Party;6.6953;60.0;1025.0;817.0;1144.0;16.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;1.09;0.0;90.0;ZS;Zeleni Slovenije;Greens of Slovenia;2.5;60.0;1025.0;817.0;1144.0;1619.0;;;;;;;non far-right;2018
SVN;Slovenia;parliament;2018-06-03;1.52;0.0;90.0;DD;Dobra Drzava;Good Country;3.3;60.0;1025.0;817.0;1144.0;2669.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;28.26;100.0;349.0;SAP;Socialdemokraterna;Social Democrats;3.4447;35.0;1041.0;828.0;1149.0;904.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;19.84;70.0;349.0;M;Moderaterna;Moderate Party;7.8907;35.0;1041.0;828.0;1149.0;657.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;17.53;62.0;349.0;SD;Sverigedemokraterna;Sweden Democrats;8.7;35.0;1041.0;828.0;1149.0;1546.0;Sverigedemokraterna;SD;1.0;1900.0;2100.0;1546.0;far-right;2018
SWE;Sweden;parliament;2018-09-09;8.61;31.0;349.0;C;Centerpartiet;Centre Party;5.8084;35.0;1041.0;828.0;1149.0;1461.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;8.0;28.0;349.0;V;Vänsterpartiet (kommunisterna);Left Party (Communists);1.5464;35.0;1041.0;828.0;1149.0;882.0;Vänsterpartiet;V;0.0;2100.0;2100.0;882.0;non far-right;2018
SWE;Sweden;parliament;2018-09-09;5.49;20.0;349.0;FP;Folkpartiet;People's Party;6.2906;35.0;1041.0;828.0;1149.0;892.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;4.41;16.0;349.0;MP;Miljöpartiet de Gröna;Greens;3.3789;35.0;1041.0;828.0;1149.0;1154.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;0.46;0.0;349.0;Fi;Feministiskt initiativ;Feminist Initiative;;35.0;1041.0;828.0;1149.0;1521.0;;;;;;;non far-right;2018
SWE;Sweden;parliament;2018-09-09;6.32;22.0;349.0;KD;Kristdemokraterna;Christian Democrats;7.195;35.0;1041.0;828.0;1149.0;282.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;9.97;11.0;100.0;ZZS;Zaļo un Zemnieku savienība;Green and Farmers' Union;5.2632;55.0;1042.0;831.0;1407.0;466.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;4.17;0.0;100.0;LRa;Latvijas Reģionu apvienība;Latvian Association of Regions;7.4;55.0;1042.0;831.0;1407.0;2366.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;2.63;0.0;100.0;P;Progresīvie;The Progressive;3.3;55.0;1042.0;831.0;1407.0;2716.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;3.22;0.0;100.0;PCTVL;Par cilvēka tiesībām vienotā Latvijā;For Human Rights in a United Latvia;1.25;55.0;1042.0;831.0;1407.0;1520.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;6.74;8.0;100.0;V;Vienotība;Unity;7.4;55.0;1042.0;831.0;1407.0;1666.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;12.04;13.0;100.0;AP!;Attīstībai/Par!;Development/For!;;55.0;1042.0;831.0;1407.0;2878.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;11.08;13.0;100.0;NA/TB/LNNK;Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK;National Alliance / For Fatherland and Freedom / LNNK;8.2588;55.0;1042.0;831.0;1407.0;521.0;Nacionālā Apvienība;;1.0;1900.0;2100.0;521.0;far-right;2018
LVA;Latvia;parliament;2018-10-06;14.33;16.0;100.0;KPV-LV;Kam pieder valsts?;Who owns the state?;8.7;55.0;1042.0;831.0;1407.0;2715.0;Kam Pieder Valsts? (now Par Cilv?c?gu Latviju);KPV LV / PCL;0.0;2100.0;2100.0;2715.0;non far-right;2018
LVA;Latvia;parliament;2018-10-06;13.67;16.0;100.0;JKP;Jaunā konservatīvā partija;New Conservative Party;7.4;55.0;1042.0;831.0;1407.0;2717.0;;;;;;;non far-right;2018
LVA;Latvia;parliament;2018-10-06;19.92;23.0;100.0;S;Saskaņas;Harmony;3.0;55.0;1042.0;831.0;1407.0;1100.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;15.72;10.0;60.0;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;Luxembourg Socialist Workers' Party;3.2895;7.0;1043.0;803.0;1069.0;701.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;27.08;21.0;60.0;CSV;Chrëschtlech Sozial Vollekspartei;Christian Social People's Party;6.4474;7.0;1043.0;803.0;1069.0;1234.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;14.1;9.0;60.0;Greng;Déi Gréng;The Greens;2.5;7.0;1043.0;803.0;1069.0;310.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;16.4;12.0;60.0;DP;Demokratesch Partei;Democratic Party;6.5789;7.0;1043.0;803.0;1069.0;967.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;6.2;2.0;60.0;Pi;Piratepartei Lëtzebuerg;Pirate Party Luxembourg;;7.0;1043.0;803.0;1069.0;2256.0;;;;;;;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;1.07;0.0;60.0;KPL;Kommunistesch Partei Lëtzebuerg;Communist Party of Luxembourg;1.3;7.0;1043.0;803.0;1069.0;151.0;Kommunistesch Partei Lëtzebuerg;KPL;0.0;2100.0;2100.0;151.0;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;8.02;4.0;60.0;AR|ADR;Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei;Action Committee Pensions | Alternative Democratic Reform Party;8.8158;7.0;1043.0;803.0;1069.0;1582.0;Alternativ Demokratesch Reformpartei;ADR;1.0;2022.0;2100.0;1582.0;non far-right;2018
LUX;Luxembourg;parliament;2018-10-14;4.72;2.0;60.0;DL;Déi Lénk;The Left;0.5263;7.0;1043.0;803.0;1069.0;457.0;Déi Lénk;Dei Lenk;0.0;2100.0;2100.0;457.0;non far-right;2018
EST;Estonia;parliament;2019-03-03;1.2;0.0;101.0;ELE;Elurikkuse Erakond;Richness of Life;2.5;75.0;1044.0;853.0;1495.0;2721.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;23.1;26.0;101.0;EK;Eesti Keskerakond;Estonian Centre Party;3.9562;75.0;1044.0;853.0;1495.0;1137.0;Eesti Keskerakond;EK;0.0;2100.0;2100.0;1137.0;non far-right;2019
EST;Estonia;parliament;2019-03-03;1.2;0.0;101.0;EV;Eesti Vabaerakond;Free Party;7.4;75.0;1044.0;853.0;1495.0;2409.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;17.8;19.0;101.0;ERa/EKR;Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond;People's Union of Estonia / Conservative People's Party;4.5812;75.0;1044.0;853.0;1495.0;417.0;Eesti Konservatiivne Rahvaerakond;EKRE;1.0;1900.0;2100.0;417.0;far-right;2019
EST;Estonia;parliament;2019-03-03;11.4;12.0;101.0;IRL;Erakond Isamaa ja Res Publica Liit;Pro Patria and Res Publica Union;8.4962;75.0;1044.0;853.0;1495.0;1597.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;9.8;10.0;101.0;SDE|M;Sotsiaaldemokraatlik Erakond | Mõõdukad;Social Democratic Party | Moderates;4.1915;75.0;1044.0;853.0;1495.0;1448.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;4.4;0.0;101.0;E200;Erakond Eesti 200;Estonia 200;6.0;75.0;1044.0;853.0;1495.0;2720.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;1.8;0.0;101.0;EER;Erakond Eestimaa Rohelised;Estonian Greens;2.5;75.0;1044.0;853.0;1495.0;219.0;;;;;;;non far-right;2019
EST;Estonia;parliament;2019-03-03;28.9;34.0;101.0;ERe;Eesti Reformierakond;Estonian Reform Party;7.8969;75.0;1044.0;853.0;1495.0;113.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;17.0;38.0;200.0;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7.2451;67.0;1045.0;855.0;1510.0;1118.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;13.8;31.0;200.0;KESK;Keskusta;Centre Party;5.8027;67.0;1045.0;855.0;1510.0;94.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;11.5;20.0;200.0;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3.6465;67.0;1045.0;855.0;1510.0;1062.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;17.5;39.0;200.0;SP|P;Suomen Puolue | Perussuomalaiset;Finnish Party | True Finns;6.6331;67.0;1045.0;855.0;1510.0;200.0;Suomen Maaseudun Puolue | Perussuomalaiset;PS;1.0;1900.0;2100.0;200.0;far-right;2019
FIN;Finland;parliament;2019-04-14;0.97;0.0;200.0;UV|SIN;Uusi vaihtoehto | Sininen tulevaisuus;New Alternative | Blue Reform;8.7;67.0;1045.0;855.0;1510.0;2645.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;0.38;1.0;200.0;AS;Åländsk Samling;Aland Coalition;;67.0;1045.0;855.0;1510.0;66.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;3.9;5.0;200.0;KD;Kristillisdemokraatit – Kristdemokraterna;Christian Democrats;7.1884;67.0;1045.0;855.0;1510.0;1463.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;8.2;16.0;200.0;DL|VAS;Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet;Democratic Union | Left Alliance;2.1843;67.0;1045.0;855.0;1510.0;1292.0;Demokraattinen Liitto | Vasemmistoliitto;VAS;0.0;2100.0;2100.0;1292.0;non far-right;2019
FIN;Finland;parliament;2019-04-14;4.5;9.0;200.0;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6.3906;67.0;1045.0;855.0;1510.0;585.0;;;;;;;non far-right;2019
FIN;Finland;parliament;2019-04-14;2.25;1.0;200.0;LN;Liike Nyt;Movement Now;6.0;67.0;1045.0;855.0;1510.0;2801.0;Liike Nyt;Liik;0.0;2100.0;2100.0;2801.0;non far-right;2019
FIN;Finland;parliament;2019-04-14;17.7;40.0;200.0;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3.5595;67.0;1045.0;855.0;1510.0;395.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;10.26;24.0;350.0;Vox;Vox;Voice;8.7;27.0;1046.0;1005.0;1533.0;2380.0;Vox;Vox;1.0;1900.0;2100.0;2380.0;far-right;2019
ESP;Spain;parliament;2019-04-28;28.68;123.0;350.0;PSOE;Partido Socialista Obrero Español;Spanish Socialist Workers Party;3.7377;27.0;1046.0;1005.0;1533.0;902.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;3.89;15.0;350.0;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3.1072;27.0;1046.0;1005.0;1533.0;757.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;11.05;33.0;350.0;P;Podemos;We Can;1.3;27.0;1046.0;1005.0;1533.0;2376.0;Podemos;Podemos;0.0;2100.0;2100.0;2376.0;non far-right;2019
ESP;Spain;parliament;2019-04-28;1.91;7.0;350.0;CDC|JxCat;Convergència Democràtica | Junts per Catalunya;Democratic Convergence | Together for Catalonia;7.4;27.0;1046.0;1005.0;1533.0;2605.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;0.86;2.0;350.0;one-seat;one seat;one seat;;27.0;1046.0;1005.0;1533.0;2294.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;1.51;6.0;350.0;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque Nationalist Party;6.2144;27.0;1046.0;1005.0;1533.0;1361.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;2.36;7.0;350.0;ECP;En Comú Podem;In Common We Can;1.3;27.0;1046.0;1005.0;1533.0;2606.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;1.25;0.0;350.0;PACMA;Partido Animalista Contra el Maltrato Animal;Animalist Party Against Mistreatment to Animals;;27.0;1046.0;1005.0;1533.0;2381.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;0.91;2.0;350.0;EM|GCE;En Marea | Grupo Común da Esquerda;En Masse | Common Group of the Left;1.3;27.0;1046.0;1005.0;1533.0;2604.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;16.7;66.0;350.0;AP-P;Alianza-Partido Popular;People's Alliance-Party;7.5969;27.0;1046.0;1005.0;1533.0;645.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;15.86;57.0;350.0;Cs;Ciudadanos – Partido de la Ciudadanía;Citizens -- Party of the Citizenry;6.0;27.0;1046.0;1005.0;1533.0;2375.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;0.41;2.0;350.0;NA+;Navarra Suma;Sum Navarre;7.4;27.0;1046.0;1005.0;1533.0;2723.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;0.53;2.0;350.0;CC;Coalición Canaria;Canary Coalition;5.9789;27.0;1046.0;1005.0;1533.0;234.0;;;;;;;non far-right;2019
ESP;Spain;parliament;2019-04-28;0.99;4.0;350.0;EHB;Euskal Herria Bildu;Basque Country Unite;;27.0;1046.0;1005.0;1533.0;2603.0;Euskal Herria Bildu;EHB;0.0;2100.0;2100.0;2603.0;non far-right;2019
BEL;Belgium;parliament;2019-05-26;2.22;2.0;150.0;FDF;Front Démocratique des Francophones | DéFI;Francophone Democratic Front;6.1259;64.0;1048.0;816.0;1586.0;969.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;1.11;0.0;150.0;Pp;Parti populaire;People's Party;7.4;64.0;1048.0;816.0;1586.0;438.0;Parti populaire;PP;1.0;1900.0;2100.0;438.0;far-right;2019
BEL;Belgium;parliament;2019-05-26;16.03;25.0;150.0;N-VA;Nieuw-Vlaamse Alliantie;New Flemish Alliance;6.5321;64.0;1048.0;816.0;1586.0;501.0;Nieuw-Vlaamse Alliantie;N-VA;1.0;2019.0;2025.0;501.0;far-right;2019
BEL;Belgium;parliament;2019-05-26;9.46;20.0;150.0;PS;Parti Socialiste;Socialist Party [Francophone];2.9307;64.0;1048.0;816.0;1586.0;1378.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;11.95;18.0;150.0;VB;Vlaams Blok | Vlaams Belang;Flemish Block | Flemish Interest;9.6622;64.0;1048.0;816.0;1586.0;993.0;Vlaams Belang;VB;1.0;1900.0;2100.0;993.0;far-right;2019
BEL;Belgium;parliament;2019-05-26;7.56;14.0;150.0;MR;Mouvement Réformateur;Reformist Movement;6.6889;64.0;1048.0;816.0;1586.0;915.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;6.14;13.0;150.0;Ecolo;Écologistes Confédérés pour l'organisation de luttes originales;Confederated ecologists for the organisation of original struggles;2.641;64.0;1048.0;816.0;1586.0;161.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;8.54;12.0;150.0;PVV|VLD;Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten;Party of Liberty and Progress | Flemish Liberals and Democrats;7.0053;64.0;1048.0;816.0;1586.0;1110.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;8.89;12.0;150.0;CVP|CD&V;Christelijke Volkspartij | Christen-Democratisch en Vlaams;Flemish Christian Peoples Party | Christian Democrats & Flemish;5.7667;64.0;1048.0;816.0;1586.0;723.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;8.62;12.0;150.0;PA-PTB;Partij van de Arbeid – Parti du Travail de Belgique;Workers' Party of Belgium;1.3;64.0;1048.0;816.0;1586.0;256.0;Partij van de Arbeid – Parti du Travail;PVDA/PTB;0.0;2100.0;2100.0;256.0;non far-right;2019
BEL;Belgium;parliament;2019-05-26;6.1;8.0;150.0;AGL-Gr;Agalev – Groen;Agalev -- Green;2.5762;64.0;1048.0;816.0;1586.0;1594.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;3.7;5.0;150.0;PSC-CDH;Parti Social Chrétien – Centre Democrate Humaniste;Francophone Christian Social Party -- Humanist Democratic Centre;5.4974;64.0;1048.0;816.0;1586.0;1192.0;;;;;;;non far-right;2019
BEL;Belgium;parliament;2019-05-26;6.71;9.0;150.0;SP;Socialistische Partij;Socialist Party;3.2459;64.0;1048.0;816.0;1586.0;1029.0;;;;;;;non far-right;2019
DNK;Denmark;parliament;2019-06-05;23.4;43.0;179.0;V;Venstre;Liberal Party;7.292;21.0;1077.0;976.0;1497.0;1605.0;;;;;;;non far-right;2019
DNK;Denmark;parliament;2019-06-05;8.6;16.0;179.0;RV;Det Radikale Venstre;Danish Social Liberal Party;4.8736;21.0;1077.0;976.0;1497.0;211.0;;;;;;;non far-right;2019
DNK;Denmark;parliament;2019-06-05;7.7;14.0;179.0;SF;Socialistisk Folkeparti;Socialist Peoples Party;2.1347;21.0;1077.0;976.0;1497.0;1644.0;Socialistisk Folkeparti;SF;0.0;2100.0;2100.0;1644.0;non far-right;2019
DNK;Denmark;parliament;2019-06-05;6.9;13.0;179.0;En-O;Enhedslisten – De Rød-Grønne;Red-Green Alliance;0.8912;21.0;1077.0;976.0;1497.0;306.0;Enhedslisten – De Rød-Grønne;En-O;0.0;2100.0;2100.0;306.0;non far-right;2019
DNK;Denmark;parliament;2019-06-05;6.6;12.0;179.0;KF;Konservative;Conservatives;7.2186;21.0;1077.0;976.0;1497.0;590.0;;;;;;;non far-right;2019
DNK;Denmark;parliament;2019-06-05;;1.0;179.0;Sbf;Sambandsflokkurin;Union Party (Faroe Islands);7.4;21.0;1077.0;976.0;1497.0;1892.0;;;;;;;non far-right;2019
